term;category;occurrences;contexts;sourceFiles;sampleLocators;preferredTranslation;notes
teal hood;item_name;2;UI/system text;lang/item_names.json;root.items.hood_teal.name_identified | root.items.hood_teal.name_unidentified;;
tech goggles;item_name;2;UI/system text;lang/item_names.json;root.items.mask_tech_goggles.name_identified | root.items.mask_tech_goggles.name_unidentified;;
teleportation trap;item_name;1;UI/system text;lang/item_names.json;root.items.tool_teleport_bomb.name_identified;;
tin;item_name;2;UI/system text;lang/item_names.json;root.items.food_tin.name_identified | root.items.food_tin.name_unidentified;;
tin opener;item_name;2;UI/system text;lang/item_names.json;root.items.tool_tinopener.name_identified | root.items.tool_tinopener.name_unidentified;;
tinkering kit;item_name;2;UI/system text;lang/item_names.json;root.items.tool_tinkering_kit.name_identified | root.items.tool_tinkering_kit.name_unidentified;;
tomalley;item_name;2;UI/system text;lang/item_names.json;root.items.food_tomalley.name_identified | root.items.food_tomalley.name_unidentified;;
top hat;item_name;2;UI/system text;lang/item_names.json;root.items.hat_tophat.name_identified | root.items.hat_tophat.name_unidentified;;
torch;item_name;2;UI/system text;lang/item_names.json;root.items.tool_torch.name_identified | root.items.tool_torch.name_unidentified;;
towel;item_name;2;UI/system text;lang/item_names.json;root.items.tool_towel.name_identified | root.items.tool_towel.name_unidentified;;
trap;item_name;4;UI/system text;lang/item_names.json;root.items.tool_fire_bomb.name_unidentified | root.items.tool_sleep_bomb.name_unidentified | root.items.tool_freeze_bomb.name_unidentified | root.items.tool_teleport_bomb.name_unidentified;;
tunic;item_name;2;UI/system text;lang/item_names.json;root.items.tunic.name_identified | root.items.tunic.name_unidentified;;
turban;item_name;2;UI/system text;lang/item_names.json;root.items.hat_turban.name_identified | root.items.hat_turban.name_unidentified;;
unstable potion;item_name;3;UI/system text;lang/item_names.json;root.items.potion_firestorm.name_unidentified | root.items.potion_icestorm.name_unidentified | root.items.potion_thunderstorm.name_unidentified;;
Valkyrie's Veil;item_name;1;UI/system text;lang/item_names.json;root.items.mask_artifact_visor.name_identified;;
vampire doublet;item_name;1;UI/system text;lang/item_names.json;root.items.vampire_doublet.name_identified;;
vial of blood;item_name;1;UI/system text;lang/item_names.json;root.items.food_blood.name_identified;;
warm hat;item_name;2;UI/system text;lang/item_names.json;root.items.hat_warm.name_identified | root.items.hat_warm.name_unidentified;;
whip;item_name;2;UI/system text;lang/item_names.json;root.items.tool_whip.name_identified | root.items.tool_whip.name_unidentified;;
wizard doublet;item_name;1;UI/system text;lang/item_names.json;root.items.wizard_doublet.name_identified;;
wizard hat;item_name;2;UI/system text;lang/item_names.json;root.items.hat_wizard.name_identified | root.items.hat_wizard.name_unidentified;;
wizard robe;item_name;2;UI/system text;lang/item_names.json;root.items.robe_wizard.name_identified | root.items.robe_wizard.name_unidentified;;
wolf hood;item_name;2;UI/system text;lang/item_names.json;root.items.hat_wolf_hood.name_identified | root.items.hat_wolf_hood.name_unidentified;;
wooden shield;item_name;2;UI/system text;lang/item_names.json;root.items.wooden_shield.name_identified | root.items.wooden_shield.name_unidentified;;
Wraith's Gown;item_name;1;UI/system text;lang/item_names.json;root.items.artifact_cloak.name_identified;;
Baphomet's Domain;location_name;1;game data text;data/charsheet.json;root.level_strings.Hell Boss.display_name;Володіння Бафомета;
Caves Exit;location_name;1;game data text;data/charsheet.json;root.level_strings.Caves To Citadel Transition.display_name;Вихід Із Печер;
Crystal Caves;location_name;1;game data text;data/charsheet.json;root.level_strings.Caves.display_name;Кришталеві Печери;
Hamlet;location_name;1;game data text;data/charsheet.json;root.level_strings.Mages Guild.display_name;Гамлет;
Hell;location_name;1;game data text;data/charsheet.json;root.level_strings.Hell.display_name;Пекло;
Herx's Lair;location_name;1;game data text;data/charsheet.json;root.level_strings.Boss.display_name;Лігво Херкса;
Labyrinth Exit;location_name;1;game data text;data/charsheet.json;root.level_strings.Labyrinth to Ruins Transition.display_name;Вихід Із Лабіринту;
Mines Exit;location_name;1;game data text;data/charsheet.json;root.level_strings.Mines to Swamp Transition.display_name;Вихід Із Шахт;
Sanctum;location_name;1;game data text;data/charsheet.json;root.level_strings.Sanctum.display_name;Санктум;
Sand Labyrinth;location_name;1;game data text;data/charsheet.json;root.level_strings.The Labyrinth.display_name;Піщаний Лабіринт;
Swamp Exit;location_name;1;game data text;data/charsheet.json;root.level_strings.Swamp to Labyrinth Transition.display_name;Вихід Із Боліт;
The Citadel;location_name;1;game data text;data/charsheet.json;root.level_strings.Citadel.display_name;Цитадель;
The Hamlet Minehead;location_name;1;game data text;data/charsheet.json;root.level_strings.Start Map.display_name;Шахтний Вхід Гамлета;
The Mines;location_name;1;game data text;data/charsheet.json;root.level_strings.The Mines.display_name;Шахти;
The Ruins;location_name;1;game data text;data/charsheet.json;root.level_strings.The Ruins.display_name;Руїни;
The Swamp;location_name;1;game data text;data/charsheet.json;root.level_strings.The Swamp.display_name;Болота;
Algernon;monster_name;1;game data text;data/monster_data.json;root.monsters.rat.specialNPCs.algernon.localized_name;Алджернон;
Anansi;monster_name;1;game data text;data/monster_data.json;root.monsters.human.specialNPCs.anansi.localized_name;Анансі;
Artemisia;monster_name;1;game data text;data/monster_data.json;root.monsters.shadow.specialNPCs.artemisia.localized_name;Артемісія;
Baratheon;monster_name;1;game data text;data/monster_data.json;root.monsters.shadow.specialNPCs.baratheon.localized_name;Баратеон;
Bram Kindly;monster_name;1;game data text;data/monster_data.json;root.monsters.vampire.specialNPCs.bram kindly.localized_name;Брам Кайндлі;
Bubbles;monster_name;1;game data text;data/monster_data.json;root.monsters.spider.specialNPCs.bubbles.localized_name;Баблз;
Conan the Barbarian;monster_name;1;game data text;data/monster_data.json;root.monsters.human.specialNPCs.conan the barbarian.localized_name;Конан-Варвар;
Coral Grimes;monster_name;1;game data text;data/monster_data.json;root.monsters.ghoul.specialNPCs.coral grimes.localized_name;Корал Граймз;
Deu De'Breau;monster_name;1;game data text;data/monster_data.json;root.monsters.demon.specialNPCs.deudebreau.localized_name;Дею Де'бро;
fire sprite;monster_name;1;game data text;data/monster_data.json;root.monsters.moth.specialNPCs.fire sprite.localized_name;вогняний спрайт;
Funny Bones;monster_name;1;game data text;data/monster_data.json;root.monsters.skeleton.specialNPCs.funny bones.localized_name;Веселі Кості;
Gharbad;monster_name;1;game data text;data/monster_data.json;root.monsters.goatman.specialNPCs.gharbad.localized_name;Гарбад;
Johann;monster_name;1;game data text;data/monster_data.json;root.monsters.incubus.specialNPCs.johann.localized_name;Йоганн;
Kali;monster_name;1;game data text;data/monster_data.json;root.monsters.human.specialNPCs.kali.localized_name;Калі;
King Arthur;monster_name;1;game data text;data/monster_data.json;root.monsters.human.specialNPCs.king arthur.localized_name;Король Артур;
Lilith;monster_name;1;game data text;data/monster_data.json;root.monsters.succubus.specialNPCs.lilith.localized_name;Ліліт;
Merlin;monster_name;1;game data text;data/monster_data.json;root.monsters.human.specialNPCs.merlin.localized_name;Мерлін;
Othello;monster_name;1;game data text;data/monster_data.json;root.monsters.human.specialNPCs.othello.localized_name;Отелло;
Oya;monster_name;1;game data text;data/monster_data.json;root.monsters.human.specialNPCs.oya.localized_name;Оя;
Red Riding Hood;monster_name;1;game data text;data/monster_data.json;root.monsters.human.specialNPCs.red riding hood.localized_name;Червона Шапочка;
Robin Hood;monster_name;1;game data text;data/monster_data.json;root.monsters.human.specialNPCs.robin hood.localized_name;Робін Гуд;
Shelob;monster_name;1;game data text;data/monster_data.json;root.monsters.spider.specialNPCs.shelob.localized_name;Шелоб;
skeleton knight;monster_name;1;game data text;data/monster_data.json;root.monsters.skeleton.specialNPCs.skeleton knight.localized_name;лицар-скелет;
skeleton sentinel;monster_name;1;game data text;data/monster_data.json;root.monsters.skeleton.specialNPCs.skeleton sentinel.localized_name;скелет-вартовий;
Skrabblag;monster_name;1;game data text;data/monster_data.json;root.monsters.scorpion.specialNPCs.skrabblag.localized_name;Скрабблаг;
The Potato King;monster_name;1;game data text;data/monster_data.json;root.monsters.goblin.specialNPCs.potato king.localized_name;Король Картоплі;
Thumpus the Troll;monster_name;1;game data text;data/monster_data.json;root.monsters.troll.specialNPCs.thumpus.localized_name;Тампус-Троль;
Vishpala;monster_name;1;game data text;data/monster_data.json;root.monsters.human.specialNPCs.vishpala.localized_name;Вішпала;
Xyggi;monster_name;1;game data text;data/monster_data.json;root.monsters.scarab.specialNPCs.xyggi.localized_name;Ксіґґі;
ZAP Brigadier;monster_name;1;game data text;data/monster_data.json;root.monsters.human.specialNPCs.zap brigadier.localized_name;Бригадир ЗАП;
Automaton;race_name;1;game data text;data/race_descriptions.json;root.descriptions.automaton.title;Автоматон;
Crab;race_name;1;game data text;data/race_descriptions.json;root.descriptions.crab.title;Краб;
Dryad;race_name;1;game data text;data/race_descriptions.json;root.descriptions.dryad.title;Дріада;
Gnome;race_name;1;game data text;data/race_descriptions.json;root.descriptions.gnome.title;Гном;
Goatman;race_name;1;game data text;data/race_descriptions.json;root.descriptions.goatman.title;Козлолюд;
Goblin;race_name;1;game data text;data/race_descriptions.json;root.descriptions.goblin.title;Гоблін;
Gremlin;race_name;1;game data text;data/race_descriptions.json;root.descriptions.gremlin.title;Ґремлін;
Human;race_name;1;game data text;data/race_descriptions.json;root.descriptions.human.title;Людина;
Imp;race_name;1;game data text;data/race_descriptions.json;root.descriptions.imp.title;Імп;
Incubus;race_name;1;game data text;data/race_descriptions.json;root.descriptions.incubus.title;Інкуб;
Insectoid;race_name;1;game data text;data/race_descriptions.json;root.descriptions.insectoid.title;Інсектоїд;
Myconid;race_name;1;game data text;data/race_descriptions.json;root.descriptions.myconid.title;Міконід;
Rat;race_name;1;game data text;data/race_descriptions.json;root.descriptions.rat.title;Щур;
Salamander;race_name;1;game data text;data/race_descriptions.json;root.descriptions.salamander.title;Саламандра;
Skeleton;race_name;1;game data text;data/race_descriptions.json;root.descriptions.skeleton.title;Скелет;
Spider;race_name;1;game data text;data/race_descriptions.json;root.descriptions.spider.title;Павук;
Succubus;race_name;1;game data text;data/race_descriptions.json;root.descriptions.succubus.title;Сукуб;
Troll;race_name;1;game data text;data/race_descriptions.json;root.descriptions.troll.title;Троль;
Vampire;race_name;1;game data text;data/race_descriptions.json;root.descriptions.vampire.title;Вампір;
Alchemy;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[12].name;Алхімія;
Axes;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[6].name;Сокири;
Blocking;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[1].name;Блокування;
Casting;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[17].name;Чаклування;
Leadership;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[8].name;Лідерство;
Lore;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[10].name;Знання;
Maces;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[7].name;Булави;
Magic;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[16].name;Магія;
Mysticism;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[14].name;Містицизм;
Polearms;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[5].name;Древкова Зброя;
Ranged;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[2].name;Стрільба;
Sorcery;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[13].name;Чаклунство;
Stealth;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[0].name;Скритність;
Swimming;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[18].name;Плавання;
Swords;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[4].name;Мечі;
Thaumaturgy;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[15].name;Тауматургія;
Tinkering;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[11].name;Майстрування;
Trading;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[9].name;Торгівля;
Unarmed;skill_name;1;game data text;data/skillsheet_entries.json;root.skills[3].name;Беззбройний Бій;
Absorb Magic;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_absorb_magic.name;;
Abundance;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_abundance.name;;
Adorcise Instrument;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_adorcise_instrument.name;;
Adorcism;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_adorcism.name;;
Alter Arrow;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_alter_arrow.name;;
Alter Instrument;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_alter_instrument.name;;
Arcane Mark;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_shadow_tag.name;;
Arthropod Form;spell_name;2;UI/system text;lang/item_names.json;root.spell_names.spell_spider_form.name | root.spell_names.spell_crab_form.name;;
Attract Items;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_attract_items.name;;
Bastion;spell_name;2;UI/system text;lang/item_names.json;root.spell_names.spell_bastion_mushroom.name | root.spell_names.spell_bastion_roots.name;;
Bladevines;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_bladevines.name;;
Blessed Meals;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_bless_food.name;;
Blood Ward;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_blood_ward.name;;
Blood Waves;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_blood_waves.name;;
Bloodletting;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_bleed.name;;
Booby Trap;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_booby_trap.name;;
Breathe Fire;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_breathe_fire.name;;
Call Allies;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_call_allies.name;;
Charm Monster;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_charm.name;;
Chronomic Field;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_chronomic_field.name;;
Cleanse Food;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_cleanse_food.name;;
Cold;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_cold.name;;
Compel;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_command.name;;
Confuse;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_confuse.name;;
Conjure Food;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_conjure_food.name;;
Conjure Skeleton;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_summon.name;;
Counsel;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_prof_counsel.name;;
Courage;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_courage.name;;
Cowardice;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_cowardice.name;;
Critical Spell;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_critical_spell.name;;
Cure Ailment;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_cureailment.name;;
Curse Flesh;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_curse_flesh.name;;
Dash;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_dash.name;;
Deep Shade;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_deep_shade.name;;
Deface;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_deface.name;;
Defy Flesh;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_defy_flesh.name;;
Delay Pain;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_delay_pain.name;;
Demesne Door;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_demesne_door.name;;
Desecrate;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_desecrate.name;;
Detect Enemies;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_detect_enemies.name;;
Detect Enemy;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_detect_enemy.name;;
Detect Food;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_detect_food.name;;
Dig;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_dig.name;;
Disarm;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_disarm.name;;
Disrupt Earth;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_disrupt_earth.name;;
Divine Fortress;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_sanctuary.name;;
Divine Guard;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_divine_guard.name;;
Divine Zeal;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_divine_zeal.name;;
Dizzy;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_dizzy.name;;
Dominate;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_dominate.name;;
Donation;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_donation.name;;
Drain Soul;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_drain_soul.name;;
Earth Spines;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_earth_spines.name;;
Elemental Focus;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_amplify_magic.name;;
Enhance Weapon;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_enhance_weapon.name;;
Envenom Weapon;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_envenom_weapon.name;;
Eternals' Gaze;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_eternals_gaze.name;;
Exorcise;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_turn_undead.name;;
Extra Healing;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_extrahealing.name;;
Fear;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_fear.name;;
Fire Wall;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_fire_wall.name;;
Fireball;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_fireball.name;;
Flame Cloak;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_flame_cloak.name;;
Flame Elemental;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_flame_elemental.name;;
Flame Shield;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_flame_shield.name;;
Flames;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_flames.name;;
Flutter;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_flutter.name;;
Focus of Arcs;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_foci_arcs.name;;
Focus of Flames;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_foci_fire.name;;
Focus of Needles;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_foci_needles.name;;
Focus of Sandblast;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_foci_sandblast.name;;
Focus of Snow;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_foci_snow.name;;
Forcebolt;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_forcebolt.name;;
Forge Jewel;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_forge_jewel.name;;
Forge Key;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_forge_key.name;;
Forge Magic;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_forge_magic_scrap.name;;
Forge Metal;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_forge_metal_scrap.name;;
Geomancy;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_geomancy.name;;
Germinate;spell_name;2;UI/system text;lang/item_names.json;root.spell_names.spell_shrub.name | root.spell_names.spell_mushroom.name;;
Ghostbolt;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_ghost_bolt.name;;
Grease Spray;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_grease_spray.name;;
Greater Abundance;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_greater_abundance.name;;
Greater Might;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_prof_greater_might.name;;
Guard Body;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_guard_body.name;;
Guard Spirit;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_guard_spirit.name;;
Harvest Trap;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_harvest_trap.name;;
Heal Pulse;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_heal_pulse.name;;
Healing;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_healing.name;;
Hologram;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_hologram.name;;
Holy Beam;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_holy_beam.name;;
Holy Fire;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_holy_fire.name;;
Holy Sigil;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_sigil.name;;
Ice Block;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_ice_block.name;;
Ice Wave;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_ice_wave.name;;
Identify;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_identify.name;;
Ignite;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_ignite.name;;
Imp Form;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_imp_form.name;;
Incoherence;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_incoherence.name;;
Inner Demon;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_demon_illu.name;;
Invisibility;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_invisibility.name;;
Jump;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_jump.name;;
Kinetic Defense;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_force_shield.name;;
Kinetic Field;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_kinetic_field.name;;
Kinetic Push;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_kinetic_push.name;;
Lead Bolt;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_lead_bolt.name;;
Levitation;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_levitation.name;;
Lift;spell_name;2;UI/system text;lang/item_names.json;root.spell_names.spell_lift.name | root.spell_names.spell_slam.name;;
Light;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_light.name;;
Lighten Load;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_lighten_load.name;;
Lightning;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_lightning.name;;
Lightning Bolt;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_lightning_bolt.name;;
Lightning Nexus;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_lightning_nexus.name;;
Locking;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_locking.name;;
Magic Mapping;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_magicmapping.name;;
Magic Missile;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_magicmissile.name;;
Magic Well;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_magic_well.name;;
Magicians' Bubble;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_magicians_armor.name;;
Manifest Destiny;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_manifest_destiny.name;;
Maximise;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_maximise.name;;
Mercury Bolt;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_mercury_bolt.name;;
Metallurgy;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_metallurgy.name;;
Meteor;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_meteor.name;;
Meteor Shower;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_meteor_shower.name;;
Minimise;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_minimise.name;;
Minor Heal;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_heal_minor.name;;
Minor Heal Other;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_heal_other.name;;
Mist Form;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_mist_form.name;;
Mycelium;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_mycelium.name;;
Mycelium Spores;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_mycelium_spores.name;;
Nimbleness;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_prof_nimbleness.name;;
Null Area;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_null_area.name;;
Numbing Bolt;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_numbing_bolt.name;;
Opening;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_opening.name;;
Overcharge;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_overcharge.name;;
Penance;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_penance.name;;
Pinpoint;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_pinpoint.name;;
Poison;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_poison.name;;
Polymorph;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_self_polymorph.name;;
Portal;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_tunnel.name;;
Power Strike;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_strike.name;;
Preserve;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_preserve.name;;
Project Spirit;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_project_spirit.name;;
Psychic Spear;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_psychic_spear.name;;
Puncture Void;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_puncture_void.name;;
Rat Form;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_rat_form.name;;
Reflect Magic;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_reflect_magic.name;;
Reflector;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_reflector.name;;
Remove Curse;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_removecurse.name;;
Reshape Weapon;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_reshape_weapon.name;;
Restore;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_restore.name;;
Return Items;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_return_items.name;;
Revenant Curse;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_revenant_curse.name;;
Revert Form;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_revert_form.name;;
Roots;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_roots.name;;
Sabotage;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_sabotage.name;;
Sacred Path;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_sacred_path.name;;
Salvage;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_salvage.name;;
Sanctify;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_sanctify.name;;
Sanctify Water;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_sanctify_water.name;;
Scapegoat;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_taboo.name;;
Scry Allies;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_scry_allies.name;;
Scry Shrines;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_scry_shrines.name;;
Scry Traps;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_scry_traps.name;;
Scry Treasures;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_scry_treasures.name;;
